title,tags
Tales Of Glory,"Action, Simulation, Gore, Violent, VR, Sexual Content, Medieval, Swordplay, Early Access, War, Fighting, Action RPG, Beat 'em up, Spectacle fighter, Tactical RPG, First-Person, Realistic, Historical, Alternate History, Horses"
RoadkillerZ,"Action, Indie, Early Access, Racing, Gore, VR"
Tiny Tales: Heart of the Forest,"Casual, Adventure, Hidden Object, Point & Click, Family Friendly, Puzzle, Fantasy, Great Soundtrack, 2D, Story Rich, Horror, Indie, Mystery, Atmospheric, Singleplayer, Female Protagonist"
End of the Road VR,"Adventure, Indie, Gore, Simulation, VR"
BATTLETECH,"Mechs, Strategy, Turn-Based Tactics, Turn-Based, Sci-fi, Turn-Based Strategy, Tactical, Action, Robots, Adventure, Singleplayer, RPG, Space, Multiplayer, Futuristic, Character Customization, Management, Story Rich, Great Soundtrack, Difficult"
Sonic Forces,"Great Soundtrack, Adventure, Character Customization, Action, 3D Platformer, Fast-Paced, Platformer, Singleplayer, Colorful, Story Rich, 2D, 2.5D, Memes, Action-Adventure, Family Friendly, Funny, War, Cartoony, Classic, Anime"
Space God,"Shoot 'Em Up, Bullet Hell, Singleplayer, Co-op, PvP, Top-Down, Colorful, Indie, Action, Multiplayer, Shooter, Space, Fast-Paced, Sci-fi, Arcade, Retro, Online Co-Op, Casual, Top-Down Shooter, Score Attack"
Stack,"Strategy, Indie, Casual, VR"
Disputed Space,"Action, Indie, Shooter, Space, Arcade, Local Co-Op, Co-op, Sci-fi, First-Person, Twin Stick Shooter, 6DOF, Singleplayer, Space Sim, Retro, FPS, Great Soundtrack, Simulation"
The Glade,"Adventure, Indie, Violent, Action, RPG, VR"
FINAL FANTASY XV WINDOWS EDITION,"RPG, Open World, JRPG, Fantasy, Story Rich, Great Soundtrack, Adventure, Singleplayer, Action, Multiplayer, Action RPG, Third Person, Anime, Hack and Slash, Fishing, Atmospheric, Online Co-Op, Co-op, First-Person, Violent"
Secret of Mana,"JRPG, RPG, Singleplayer, Great Soundtrack, Story Rich, Adventure, Anime, Remake, Action RPG, Cute, Co-op, Classic, Fantasy, Action, Multiplayer, Local Co-Op, Retro, Local Multiplayer, Cult Classic, Open World"
Confess My Love,"Free to Play, RPG, Anime, Multiple Endings, Horror, Indie, Romance, Pixel Graphics, Cute, Story Rich, Adventure, RPGMaker, Visual Novel, Psychological Horror, Singleplayer, Puzzle, Great Soundtrack, 2D, Dating Sim, Sexual Content"
斩毒：黑与白（Narcotics Police:Black and White）,"Indie, Gore, Violent"
Slice&Dice,"Casual, VR"
Weather Lord,"Casual, Indie, Simulation, Strategy"
Weather Lord: Hidden Realm,"Casual, Indie, Simulation, Strategy"
Weather Lord: In Search of the Shaman,"Strategy, Indie, Casual, Simulation"
ProjectM : Dream,"Simulation, VR"
When Ski Lifts Go Wrong,"Simulation, Indie, Building, Casual, Physics, Sandbox, Funny, Skiing, Sports, Level Editor, Puzzle, Early Access, 2D, Colorful, Singleplayer"
Castle Wars VR,"Strategy, Massively Multiplayer, Atmospheric, VR"
Majestic Trials,"Early Access, Indie, Retro, Turn-Based Tactics, Fantasy, RPG, Magic, Dungeon Crawler, Wargame, Hand-drawn, Tactical RPG, Roguelike, Strategy, Tactical, Turn-Based Strategy, 2D, Loot, Cute, Top-Down, Old School"
Murderous Pursuits,"Action, Simulation, Indie, Strategy, Stealth, Multiplayer, Mystery, Assassin, Third Person"
Desert Bus VR,"Psychological Horror, Automobile Sim, Free to Play, Simulation, Casual, VR, Memes, Driving, Masterpiece, Multiplayer, Open World, Survival Horror, Horror, Strategy, Cold War, Sexual Content, Anime, Nudity, FPS, Action"
Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史,"RPG, Anime, JRPG, Dungeon Crawler, Nudity, Cute, Visual Novel, Singleplayer, Female Protagonist, Funny, Story Rich, Adventure, Great Soundtrack, Turn-Based Combat, Comedy, Mature, Sexual Content"
Capitalism 2,"Simulation, Strategy, Economy, Management, Indie, Capitalism, Villain Protagonist, RTS"
Calavera: Day of the Dead Collector's Edition,"Adventure, Casual, Hidden Object"
Myths of the World: Stolen Spring Collector's Edition,"Adventure, Casual, Hidden Object"
Eggggg - The platform puker,"Indie, Action, Platformer, Casual"
Sword Art Online Re: Hollow Fragment,"RPG, Anime, JRPG, Multiplayer, Hack and Slash, Sexual Content, Adventure, Online Co-Op, Singleplayer, Action, Open World, MMORPG, Nudity, Visual Novel"
Flight to Eternity,
Pixel Russia Streets,
Final Battle,"Nudity, Sexual Content, NSFW, Female Protagonist, RPGMaker, JRPG, RPG, Adventure, Casual, Strategy, Indie, Mature, Anime, Exploration, Fantasy, Funny, Multiple Endings, Replay Value, Epic, Story Rich"
Reflector: Bug Hunt,"Action, Indie, Sci-fi, Pixel Graphics, Singleplayer, Top-Down Shooter, Bullet Hell"
VR Scape,"Adventure, Indie, Action, Early Access, RPG, VR"
Defenders of the Realm VR,"Strategy, VR"
BeanVR—The Social VR APP,"Free to Play, Massively Multiplayer, VR, Casual, Education, Action"
Dal Segno,"Nudity, Adventure, Visual Novel, Anime, Sexual Content, Dating Sim"
Yakuza 0,"Action, Story Rich, Beat 'em up, RPG, Open World, Great Soundtrack, Crime, Adventure, Minigames, Mature, Violent, Singleplayer, Funny, Sexual Content, Comedy, Drama, Third Person, Atmospheric, Anime, Dating Sim"
Ultrawings,"Simulation, Adventure, VR, Flight, Open World"
Minecraft: Story Mode - Season Two,"Adventure, Story Rich, Choose Your Own Adventure, Choices Matter, Singleplayer, Episodic, Psychological Horror, Memes, Family Friendly, Action, Action-Adventure, Funny, Pixel Graphics, Zombies, Female Protagonist, Illuminati, Multiplayer, Anime, Horror, Gore"
Sankhara,"Casual, Video Production, Animation & Modeling, VR"
Throttle Powah VR,"Action, Sports, Indie, Racing, Early Access, VR"
Rival Books of Aster,"Early Access, Indie, Casual, Strategy, Card Game, Free to Play"
CodeRed: Agent Sarah's Story - Day one,"Indie, Nudity, Early Access, Adventure, Point & Click, Violent, Action-Adventure, Investigation"
Operation Warcade VR,"Simulation, Action, Indie, VR, Adventure, Violent, Casual, FPS, Military, First-Person, Shooter, Gun Customization, Horror, Singleplayer, Funny, Gore, Memes, Competitive, Retro, Arcade"
Lander 8009 VR,"Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access, VR"
Age of Gladiators II: Death League,"Sports, RPG, Simulation, Strategy, Indie, Sci-fi, Turn-Based, Turn-Based Strategy, Tactical, Turn-Based Tactics, Singleplayer, Addictive, Replay Value, Isometric, Space, Strategy RPG, Swordplay, Management, Turn-Based Combat, 3D Fighter"
Fading,"Indie, Platformer, Minimalist"
"Don't Tax Me, Bro!","Action, Indie, Casual, Runner"
Zombie Riot,"Action, Indie, Casual, Adventure, RPG, Strategy, VR, Zombies"
Original Journey,"Indie, Action Roguelike, Action, Adventure, RPG, Action-Adventure, Roguelike, 2D, Side Scroller, Platformer, Singleplayer, Sci-fi, Aliens, Lore-Rich, Story Rich, Cute, Hand-drawn"
Umineko When They Cry - Answer Arcs,"Great Soundtrack, Visual Novel, Mystery, Adventure, Story Rich, Horror, Anime, Philosophical, Cult Classic, Singleplayer, Psychological Horror, Masterpiece, Fantasy, Atmospheric, Psychological, Detective"
Spacescape,"Indie, Puzzle, Space, Adventure, VR"
A Bloody Night,"Action, Indie, Gore"
Murder In Tehran's Alleys 2016,"Adventure, Violent, Point & Click, Indie, Crime, Mystery"
UNTITLED,"Indie, VR, Puzzle, Physics, Minimalist, Casual, Abstract"
Deep Space Waifu: FLAT JUSTICE,"Sexual Content, Hentai, Nudity, Anime, Mature, Action, NSFW, Casual, Indie, Shoot 'Em Up, Great Soundtrack, Arcade, Bullet Hell, Funny, Cute, Psychological Horror, Story Rich, Singleplayer"
DEEP SPACE WAIFU,"Hentai, Sexual Content, Nudity, Anime, NSFW, Mature, Shoot 'Em Up, Bullet Hell, Great Soundtrack, Action, Casual, Indie, Arcade, Funny, Singleplayer, Top-Down Shooter, Dating Sim, Story Rich, 2D, Atmospheric"
FIELD BREAKING,"Casual, Early Access, Strategy, Indie, Simulation, Board Game, Multiplayer, Singleplayer, Turn-Based Strategy"
Escape The Gray,"Indie, Casual, VR"
OzGrind Virtual Reality Showroom,"Simulation, VR"
Soldiers of the Universe,"Action, Adventure, Indie, FPS, War, Multiplayer, Violent, Early Access"
Zarya-1: Mystery on the Moon,"Adventure, Indie, Text-Based"
Youropa,"Puzzle Platformer, 3D Platformer, Metroidvania, Exploration, Level Editor, Character Customization, Character Action Game, Parkour, Driving, Platformer, Building, Action-Adventure, Third Person, Surreal, Relaxing, Colorful, Abstract, Puzzle, Family Friendly, Physics"
Tale of Toast,"Free to Play, Multiplayer, RPG, Early Access, MMORPG, Adventure, Open World, Indie, Massively Multiplayer, PvP, Anime"
Just One Line,"Choose Your Own Adventure, RPG, Text-Based, Choices Matter, Indie, Casual, Adventure, Multiple Endings, Story Rich"
Kitty Hawk,"Action, Adventure, Indie, Early Access, Casual, VR"
Super Multitasking,"Action, Casual, Indie, Fast-Paced, Pixel Graphics, Difficult, Short, Replay Value, Score Attack, Family Friendly, 2D"
Run Of Mydan,"Adventure, Action, Early Access, VR, Online Co-Op, Multiplayer, Indie, Singleplayer, Fantasy, Co-op, Surreal, Physics, Platformer, On-Rails Shooter, Shooter, FPS, Atmospheric, Side Scroller"
Drive-By Hero,"Casual, Action, Indie, Gore, Violent, Early Access, On-Rails Shooter, First-Person, Arcade, Shooter"
Serious Sam: Tormental,"Action, Action Roguelike, Indie, Bullet Hell, Roguelite, Early Access, Top-Down Shooter, Twin Stick Shooter"
UBERMOSH Vol.5,"Indie, Action, Arcade, Great Soundtrack, Fast-Paced, Retro, Cult Classic, Pixel Graphics, Bullet Hell"
Dragon's Dungeon: Awakening,
The LEGO® NINJAGO® Movie Video Game,"Action, LEGO, Co-op, Multiplayer, Ninja, Open World, Comedy, Adventure, Funny, Family Friendly, Local Co-Op, Singleplayer, Nudity, Anime"
Bleeding Kansas,"Action, Indie, Early Access, Western"
Super Tony Land,"Indie, Adventure, Early Access, Pixel Graphics, Level Editor, Singleplayer, Local Multiplayer, Side Scroller, Platformer, Co-op, 2D, Physics"
Code51:Mecha Arena,"Action, VR, Mechs, PvP, Multiplayer, FPS, Arena Shooter"
Skyfront VR,"Action, Indie, Simulation, VR, Multiplayer, FPS, Shooter, Sci-fi, Team-Based, PvP, Futuristic, Online Co-Op, First-Person, Co-op, Early Access, Fast-Paced, Arena Shooter, Tactical, War, Competitive"
Pathfinder: Kingmaker,"RPG, Fantasy, Party-Based RPG, CRPG, Isometric, Singleplayer, Character Customization, Choices Matter, Story Rich, Real-Time with Pause, Adventure, Dungeons & Dragons, Strategy, Sexual Content, Medieval, Gore, Masterpiece, Female Protagonist, Nudity, Open World"
Azorian Kings,"Strategy, Indie, Nudity, Violent, Action, Adventure, Card Game, Trading Card Game, Turn-Based Strategy, Singleplayer, PvE, Turn-Based, Fantasy, Board Game, PvP, Multiplayer, Dark Fantasy, Difficult, Magic, Atmospheric"
Hyper Sentinel,"Action, Indie, Arcade, Shoot 'Em Up, Bullet Hell, Retro, Fast-Paced"
Will Glow the Wisp,"2D Platformer, Bullet Hell, Combat Racing, Casual, Racing, Driving, Difficult, Platformer, Arcade, 2D, Bullet Time, Linear, Action, Colorful, Minimalist, Abstract, Family Friendly, Score Attack, Psychedelic, Atmospheric"
In Game Adventure: Legend of Monsters,"Action, Casual, Indie, Arcade, 2D, Top-Down, Shooter, Singleplayer, Pixel Graphics, Retro, Score Attack, Sci-fi, Shoot 'Em Up, Adventure, Bullet Hell, Replay Value, Classic, Survival, Destruction, War"
Fashioning Little Miss Lonesome,"Otome, Adventure, Sexual Content, Female Protagonist, Visual Novel, Anime, Singleplayer, Memes, Romance, Nudity, Comedy"
StroodleDoodle,"Casual, VR"
Trials® Rising,"Racing, Bikes, Physics, Competitive, Multiplayer, Platformer, Funny, Sports, Fast-Paced, Singleplayer, Difficult"
Perplexigon,"Action, Casual, Simulation, Strategy, Indie, VR"
The Drone Racing League Simulator,"Action, Simulation, Racing, Sports, Indie, Multiplayer, Flight, 3D, Competitive"
Trenches of War,"Strategy, Indie, Casual, Action, World War I"
symeCu8e,"Casual, Strategy, Indie, Puzzle, Turn-Based, Singleplayer, Abstract, Experimental, Difficult, Multiple Endings, Investigation"
Bike Rush,"Racing, Action, Casual, Shooter, VR, Bikes, Indie, Simulation, FPS, Early Access, Driving, Arcade, Fast-Paced, Spectacle fighter, On-Rails Shooter, First-Person, Realistic, 3D, Survival, Crime"
Last Stonelord,"Indie, RPG, Early Access"
BOXVR,"Sports, Indie, Casual, Action, VR, Rhythm, Music, Boxing, Music-Based Procedural Generation"
Block Survival: Legend of the Lost Islands,"Action, Adventure, Indie, Voxel, FPS, Crafting, Survival"
The Escapists 2,"Multiplayer, Strategy, Pixel Graphics, Online Co-Op, Co-op, 2D, Crafting, Indie, Simulation, Singleplayer, Local Co-Op, Sandbox, Stealth, Character Customization, Funny, Puzzle, Difficult, Open World, Action, Split Screen"
Regenesis Arcade Lite,"Action, Adventure, Casual, VR, Shooter, Futuristic, Destruction, Gun Customization, Sci-fi, Survival, Puzzle, Indie, Arcade, Physics, Exploration, Artificial Intelligence, Robots, Free to Play"
VR Theme Park Rides,"Casual, Simulation, VR"
Coming Out on Top,"Sexual Content, LGBTQ, Nudity, NSFW, Dating Sim, Mature, Choices Matter, Visual Novel, Romance, Multiple Endings, Simulation, Indie, Casual, Singleplayer, Story Rich, Funny, Comedy, Memes, Psychological Horror, Cute"
Legendary Hunter VR,"Hunting, Indie, VR, Casual, Realistic, Atmospheric, Action, Adventure, Simulation, Sports, Arcade, Shooter, Early Access, Action-Adventure, Survival Horror, FPS, Horror, First-Person, Beautiful, Medieval"
Beer Pong League,"Casual, Sports, Indie, VR"
Blocksworld,"Free to Play, Multiplayer, Early Access, Simulation, Sandbox, Indie, Building, Casual, Open World, Singleplayer"
Trio,"Casual, Indie, Minimalist, 2D, Singleplayer, Short"
Art Of Gravity,"Indie, Casual, Puzzle, Strategy, Physics, Minimalist"
Flame of Mirrors,"Indie, Violent"
Cally's Caves 4,"Action, Platformer, 2D, Pixel Graphics, Female Protagonist, Indie, Singleplayer, Metroidvania"
Burst Fighter,"Indie, Action, Shoot 'Em Up, Bullet Hell"
Shape of the World,"Casual, Indie, Nature, Atmospheric, Singleplayer, Adventure, Surreal, Walking Simulator, Relaxing, Great Soundtrack, Exploration, First-Person"
Pepper's Puzzles,"Casual, Indie, Relaxing, Puzzle, Level Editor"
VRemedies - MRI Procedure Experience,"Simulation, VR"
Treasure Bolt,"Action, Casual, Early Access, Adventure, Strategy, VR"
The Murder Room VR,"Casual, Action, Adventure, Indie, Simulation, VR"
Virtual SlotCars,"Racing, Indie, Simulation, Early Access, Moddable"
Vinyl Reality,"Audio Production, Indie, Simulation, VR, Early Access, Music, Education"
Milanoir,"Action, Indie, Adventure, Sexual Content, Violent, Nudity, Pixel Graphics, Shooter, Co-op, Movie, Arcade, 2D"
Red Bull Doodle Art - Global VR Gallery,"Adventure, Design & Illustration, Casual, Simulation, VR"
Keep in Mind: Remastered,"Horror, Story Rich, Adventure, Indie, Dark, Singleplayer, Psychological Horror, Short, Psychological, Emotional, Pixel Graphics, Atmospheric, Retro, Great Soundtrack, Mystery, Exploration, Walking Simulator, Stylized, Dynamic Narration, Philosophical"
Break Stuff With Coins,"Action, Indie"
OLDTV,"Free to Play, Great Soundtrack, Fast-Paced, Indie, Difficult, Singleplayer, Puzzle, Casual, Psychological Horror, Atmospheric, Arcade, Psychedelic, Illuminati, 2D, Memes, Retro, Horror, Multiplayer"
Everyday Golf VR,"Sports, Golf, Multiplayer, Casual, Simulation, VR"
Quadrant M4,
Mortal Blitz,"Action, Shooter, Sci-fi, VR, FPS, Transhumanism, 3D, First-Person"
Night Trap - 25th Anniversary Edition,"Action, FMV, Horror, Singleplayer, Classic, Adventure, 1990's, Point & Click, Cult Classic, Remake, Female Protagonist"
Super Sports Surgery,"Medical Sim, Casual, Gore, Indie, Simulation, Dark Humor, Funny"
Fugl,"Flight, Relaxing, Exploration, Nature, Casual, Simulation, Atmospheric, Open World, Voxel, Indie, Early Access, Procedural Generation, Experimental, Pixel Graphics, Third Person, Singleplayer, Immersive Sim, Colorful, Family Friendly, Physics"
ShadowSide,"Adventure, Indie, Simulation, Horror, Walking Simulator, First-Person, Atmospheric, Singleplayer"
Botlike - a robot's rampage,"Action, Indie, Early Access, Roguelike"
Kitten Adventures in City Park,"Adventure, Cute, Indie, Family Friendly, Singleplayer, Short, Atmospheric, Free to Play, Exploration, Funny, Comedy, Point & Click, Colorful, Cartoon, Retro"
Strikey Sisters,"Action-Adventure, Mystery Dungeon, Arcade, Female Protagonist, 2D, Cute, Swordplay, Nonlinear, Action, Anime, Colorful, Pixel Graphics, Fantasy, Comedy, Magic, Retro, Adventure, Combat, Co-op, Multiplayer"
Alvora Tactics,"Indie, Strategy, RPG, Pixel Graphics, Turn-Based Tactics, Tactical RPG, Dungeon Crawler, Party-Based RPG, Turn-Based, Strategy RPG, Turn-Based Strategy, Class-Based, 2D, Top-Down, Character Customization"
A Handful of Keflings,"Simulation, VR, Strategy"
Cursed Treasure 2,"Strategy, Indie, Tower Defense, 2D, Real-Time, RTS, Singleplayer, Real-Time with Pause, Fantasy, Top-Down, Replay Value, Resource Management, Cult Classic"
Return to Planet X,"Action, Indie, Adventure, First-Person, Horror, Survival, Space, Simulation, Shooter, Exploration, Sci-fi, Atmospheric, Singleplayer, Aliens, Casual, FPS"
Ironbound,"Free to Play, RPG, Strategy, Indie, Card Game, Trading Card Game, Character Customization, Tactical, Turn-Based, Dark Fantasy, PvP, Board Game, Fantasy, 2D, Competitive, Difficult, Replay Value, Female Protagonist, Design & Illustration, Early Access"
Racing Glider,"Racing, Indie, Sports, Casual, Physics, Early Access"
Alphabear: Hardcover Edition,"Casual, Indie, Puzzle, Word Game, Cute"
MoonDigger,
RUN ROOMS,
Lone Pirate VR,"Action, Adventure, Pirates, VR"
AfterTime,
Reflecting Fate,"Indie, Adventure, Action, Horror"
Starlight of Aeons,"Female Protagonist, Romance, Great Soundtrack, Drama, Anime, Surreal, Fantasy, Visual Novel, 2D, Story Rich, Stylized, Demons, Magic, Adventure, Casual, Indie, Singleplayer"
MEMORIES OF MARS,"Open World Survival Craft, Adventure, Survival, Action, Multiplayer, Building, FPS, Open World, Crafting, Sandbox, Exploration, Base Building, Space, First-Person, Co-op, Mars, Indie, Loot, Inventory Management, Early Access"
In The Dark,"Action, Indie, Adventure, RPGMaker"
Howard Phillips Lovecar,"Action, Violent, Gore, Indie, Lovecraftian, Arena Shooter, Replay Value, 2D, Arcade, Singleplayer"
Hegis' Grasp: Evil Resurrected,"Adventure, Action, Gore, Violent, Indie, Horror, Survival, Survival Horror, Great Soundtrack"
D&D Lords of Waterdeep,"Strategy, Board Game, Tabletop, Dungeons & Dragons, Turn-Based, Fantasy, Multiplayer"
RoboTraps,"Casual, Simulation, Indie, VR"
Xion,"Action, Indie, VR, Shoot 'Em Up, Sci-fi, Atmospheric, Great Soundtrack, Arcade, Shooter, Adventure, Bullet Hell, Roguelike"
Outbreak: The New Nightmare,"Survival Horror, Online Co-Op, Multiplayer, Horror, Zombies, Action, Adventure, Indie, RPG, Dark, Violent, Gore, Atmospheric, Singleplayer, Early Access, Survival, Exploration, Demons, Female Protagonist, Difficult"
The Maid_san's Caving Adventure - メイドさん洞窟探検 -,"Action, Indie, Anime, Female Protagonist"
Dies irae ~Amantes amentes~,"Visual Novel, Anime, Adventure, Violent, Story Rich, Free to Play, Great Soundtrack, Sexual Content, Philosophical, Action, Nudity, Romance, Gore, Singleplayer"
篱笆庄秘闻 / Mysteries of Fence,"Casual, Indie, Adventure, Simulation, Strategy, Visual Novel, RPG"
Mirror,"Sexual Content, Hentai, Nudity, Mature, Anime, NSFW, Match 3, Female Protagonist, Visual Novel, FPS, RPG, Dating Sim, Singleplayer, Cute, Story Rich, Puzzle, Adventure, Indie, JRPG, Casual"
Material Girl,"Sexual Content, Nudity, Mature, Anime, Female Protagonist, RPGMaker, RPG, Adventure, Indie, Singleplayer, NSFW, Visual Novel, FPS, Story Rich, Open World, Dating Sim, Simulation, Action, Hentai, Great Soundtrack"
Slash or Die 2,"Action, Indie"
Drums Hero PC,"Early Access, Indie, Simulation, Sports, Casual, Action, Music, Rhythm"
Band of Defenders,"Action, Gore, Violent, Tower Defense, FPS, Co-op, Online Co-Op, Multiplayer, Shooter, Base Building, Post-apocalyptic, Building, Blood, Character Customization"
Lathe Safety Simulator,"Indie, Simulation, VR"
DEUS VULT | Online VR sword fighting,"Early Access, Action, Simulation, Violent, VR"
"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld""","Adventure, Casual, Simulation, Visual Novel, Anime"
Gary Grigsby's War in the West,"Simulation, World War II, Strategy, Wargame, War, Historical"
VRun,"Action, Indie, Sports, Adventure, VR"
Streetball VR,"Sports, Simulation, VR"
DarkLast,"Action, Indie, Adventure"
They Are Billions,"Colony Sim, Base Building, Strategy, Zombies, Survival, RTS, Steampunk, Tower Defense, City Builder, Building, Post-apocalyptic, Singleplayer, Resource Management, Real-Time with Pause, Difficult, Tactical, Management, Early Access, Indie, Multiplayer"
Zup! 5,"Casual, Indie, Puzzle, 2D, Singleplayer, Minimalist, Relaxing, Physics, Short, Fast-Paced, Cute"
Unborne,"Indie, Horror, Puzzle, Mystery"
Costumenaut,"Action, Indie, Roguelite, Top-Down Shooter, Class-Based, Shoot 'Em Up, Sci-fi, Pixel Graphics, Difficult, Shooter, 2D, Fantasy, Gore, Score Attack, Arena Shooter, Roguelike"
Trophy Fishing 2,"Free to Play, Fishing, Simulation, Sports, Multiplayer, Casual"
MYSTIC VR,"Adventure, VR"
Mechanism,"Adventure, Indie, Robots, Puzzle, Atmospheric, Steampunk, Cute, Horror, Singleplayer, Story Rich, Psychological, Dark, Third Person, Psychological Horror, Open World, Mystery, Walking Simulator, Drama, Thriller, Mature"
Frontline Heroes VR,"Action, Adventure, Violent, Gore, VR"
Relax Walk VR,"Simulation, VR"
Cube XL,"Indie, Casual, Platformer, Great Soundtrack, Difficult, Illuminati, Psychological Horror, Survival Horror"
Heroes of Umbra,"Indie, Action, RPG, Pixel Graphics"
Ominous Tales: The Forsaken Isle,"Adventure, Indie, Casual, Hidden Object"
Entwined: Strings of Deception,"Adventure, Indie, Casual, Hidden Object"
Tearstone,"Adventure, Indie, Casual, Hidden Object"
Gravity Quest,"Adventure, Indie, Casual"
Mind Maze,"Indie, Simulation, Strategy, Action, Casual, Massively Multiplayer, Puzzle, Singleplayer, Tactical, 2D, PvE, Atmospheric, Relaxing, Great Soundtrack, Replay Value, Arcade, RTS, Futuristic, Space, Sci-fi"
LOG the game,"Racing, Action, Adventure, Indie"
Spider-Man: Homecoming - Virtual Reality Experience,"Action, Adventure, VR, Superhero, Free to Play"
Cat Sorter VR,"Casual, Indie, Simulation, VR, Cats"
Car Mechanic Simulator 2018,"Simulation, Automobile Sim, Driving, Building, Realistic, Racing, Singleplayer, First-Person, Multiplayer, Crafting, Sandbox, Education, Open World, Moddable, Physics, Management, Strategy, Great Soundtrack, Co-op, Memes"
Chickens Madness,"Action, Casual, Early Access, Indie, Local Multiplayer, Multiplayer, Funny"
Fantasia of the Wind - 风之幻想曲,"Adventure, RPGMaker, Female Protagonist, RPG, Indie, Puzzle, Fantasy, Anime"
Crazy Catman,
RESONANCE OF FATE™/END OF ETERNITY™ 4K/HD EDITION,"RPG, JRPG, Singleplayer, Turn-Based Combat, Story Rich, Anime, Female Protagonist, Difficult, Gun Customization, Action, Steampunk, Great Soundtrack"
Rule with an Iron Fish - A Pirate Fishing Adventure,"Casual, Adventure, RPG, Indie, Simulation, Sports, Fishing"
Robot Pirates,"Indie, Casual, Platformer, Pirates, Robots, Family Friendly, Runner, 2D"
Home Wars,"Strategy, Action, Indie, Base Building, War, Shooter, Resource Management, Tactical, Turn-Based Strategy, Sandbox, Real Time Tactics, Tower Defense, FPS, Management, Singleplayer, Third-Person Shooter, Tanks, Difficult, Spectacle fighter"
Odysseus Kosmos and his Robot Quest (Complete Season),"Point & Click, Atmospheric, Indie, Pixel Graphics, Puzzle, Adventure, Sci-fi, Space, Funny, Singleplayer, Robots, Mouse only, Comedy, Mystery, Relaxing, Hand-drawn, Story Rich, Family Friendly, Time Travel, Investigation"
Son Korsan,"Free to Play, Strategy, Massively Multiplayer, Action, Pirates"
Spartan VR,"Adventure, Action, Violent, RPG, Early Access, VR"
Dreamstones,"Action-Adventure, Mystery Dungeon, Arcade, RPG, City Builder, Collectathon, Family Friendly, Casual, 2D, Building, Cute, Old School, Funny, Action, Cartoony, Colorful, Hand-drawn, Fantasy, Magic, Cartoon"
Zero Killed,"Action, Indie, Early Access, Violent, VR"
OneScreen Solar Sails,Casual
Golem,"Indie, Adventure, Puzzle"
Past Cure,"Action, Indie, Horror, Thriller"
Woodlands,"Indie, Action, Adventure, Survival, Horror, Multiplayer, Survival Horror"
Winter Wolves Classic Games Collection,"Simulation, Sports, Strategy, Comic Book, Old School, Management, Turn-Based Strategy, Visual Novel, Choose Your Own Adventure, Wargame, 2D, Top-Down, Horror, Sci-fi, Boxing, Building, Choices Matter, Multiple Endings, Resource Management, Story Rich"
Nightcrawler VR Bowling,"Casual, Sports, VR"
Dead Effect 2 VR,"Action, RPG, Indie, VR, Zombies, Horror, Co-op, Gore, Violent, FPS"
The Mind's Eclipse,"Indie, Visual Novel, Sci-fi"
60 Parsecs!,"Adventure, Strategy, Simulation, Indie, Casual, RPG, Survival, Space, Singleplayer, Choices Matter, Sci-fi, Funny, Post-apocalyptic, Comedy, Dark Comedy, Turn-Based, Atmospheric, Roguelite, Difficult, Artificial Intelligence"
Too Many Weapons,"Action, Indie, Casual, 4 Player Local, Local Multiplayer"
ChainMan,"Indie, Action, Adventure, Horror, VR"
ProjectM : Daydream,"Simulation, Adventure, VR, Sexual Content"
Darkness and Flame: Missing Memories,"Adventure, Casual, Hidden Object"
Tracon!2012:SE,"Indie, Simulation"
El Ministerio del Tiempo VR: El tiempo en tus manos,"Adventure, VR"
Vesta,"Indie, Adventure, Puzzle"
Uphill Skiing,"Sports, Indie, Casual, VR"
HARP Vefa,"Action, Adventure, Indie, Gore, Violent, FPS, Puzzle, Fast-Paced, First-Person, Difficult"
Redfoot Bluefoot Dancing,"Indie, Simulation, Sports, Action, VR"
CompliKATed,"Indie, Puzzle, Action, Programming, Difficult, 2D, Cartoony, Stylized, Cute, Family Friendly"
Alicia Quatermain: Secrets Of The Lost Treasures,"Casual, Strategy, Indie, Resource Management, Time Management, Female Protagonist, Family Friendly, Adventure, Puzzle, Singleplayer, Cute, Mouse only"
Egypt: Old Kingdom,"Strategy, Historical, Indie, Simulation, Turn-Based, Singleplayer, War, Resource Management, Grand Strategy, Tactical, Turn-Based Strategy, Economy, 4X, Masterpiece, Great Soundtrack, Replay Value, Classic, Addictive, Atmospheric, City Builder"
Hop Step Sing! kiss×kiss×kiss (HQ Edition),"Casual, VR, Anime, Cute, Simulation"
Slay the Spire,"Roguelike Deckbuilder, Card Battler, Card Game, Deckbuilding, Roguelike, Turn-Based, Strategy, Singleplayer, Roguelite, Replay Value, Indie, Difficult, Dungeon Crawler, RPG, Mouse only, Great Soundtrack, 2D, Fantasy, Procedural Generation, Early Access"
Baobabs Mausoleum Ep.1: Ovnifagos Don´t Eat Flamingos,"Adventure, Indie, RPG, Pixel Graphics, Retro, Horror, Point & Click, Dark Comedy, Puzzle, Atmospheric, Singleplayer, Lovecraftian, Story Rich, Great Soundtrack"
Roman Adventures: Britons. Season 1,"Casual, Strategy, Simulation, Adventure"
